Name,Website,Phone Number,City,State,Number of Employees,zia_industry,zia_company_stage,zia_org_size,zia_service_line,zia_client_health,Create Date
Redwood Dental Studio,https://redwooddentalstudio8308.example,+18394699898,Phoenix,AZ,20,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-06-19
Wexford Dental Alliance,https://wexforddentalalliance8309.example,+19996225180,Philadelphia,PA,300,Dental Services Organization,active_client,30,organizational_design,healthy,2026-04-24
Nortonville Dental Group,https://nortonvilledentalgroup8310.example,+13222673878,San Antonio,TX,90,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-05-13
Meridian Oral & Maxillofacial Surgery,https://meridianoralmaxillofacialsur8311.example,+13339462563,San Diego,CA,16,Oral Surgery,active_client,1,organizational_design,healthy,2025-02-08
Stonebridge Dental Care Group,https://stonebridgedentalcaregroup8312.example,+13634616265,Dallas,TX,27,General Dentistry — Group,active_client,3,organizational_design,healthy,2024-10-22
Thornbury Braces & Aligners,https://thornburybracesaligners8313.example,+15403421517,San Jose,CA,9,Orthodontics,active_client,1,organizational_design,watchlist,2024-09-05
Sinclair Endodontic Associates,https://sinclairendodonticassociates8314.example,+14574262718,Austin,TX,9,Periodontics,active_client,1,organizational_design,healthy,2025-11-21
Pinehurst Family Dental,https://pinehurstfamilydental8315.example,+14732256816,Jacksonville,FL,21,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-10-25
Prescott Surgical Arts,https://prescottsurgicalarts8316.example,+17299199724,Fort Worth,TX,14,Oral Surgery,active_client,1,organizational_design,healthy,2025-12-31
Ridgeway Family Dentistry Group,https://ridgewayfamilydentistrygroup8317.example,+15134685349,Columbus,OH,33,General Dentistry — Group,active_client,3,organizational_design,healthy,2026-01-28
Everly Family Dental,https://everlyfamilydental8318.example,+19902639351,Indianapolis,IN,8,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-07-12
Stonebridge Oral Surgery Associates,https://stonebridgeoralsurgeryassoci8319.example,+18897724241,Charlotte,NC,8,Oral Surgery,active_client,1,organizational_design,healthy,2025-07-09
Hollis Oral Surgery Associates,https://hollisoralsurgeryassociates8320.example,+12117973598,San Francisco,CA,22,Oral Surgery,active_client,1,organizational_design,healthy,2026-01-12
Bramwell Dental Care Group,https://bramwelldentalcaregroup8321.example,+13913964291,Seattle,WA,56,General Dentistry — Group,at_risk,4,organizational_design,at_risk,2025-02-20
Bayview Dental Care Group,https://bayviewdentalcaregroup8322.example,+17737181967,Denver,CO,90,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-06-02
Ridgeway Children’s Dental,https://ridgewaychildrensdental8323.example,+18687888638,Boston,MA,19,Pediatric Dentistry,at_risk,1,organizational_design,at_risk,2024-10-15
Ashford Smile Partners,https://ashfordsmilepartners8324.example,+12963996620,El Paso,TX,91,Dental Services Organization,active_client,7,organizational_design,healthy,2025-09-10
Redwood Orthodontic Group,https://redwoodorthodonticgroup8325.example,+19125688709,Nashville,TN,14,Orthodontics,active_client,1,organizational_design,healthy,2024-08-09
Everly Dental Alliance,https://everlydentalalliance8326.example,+18816512585,Detroit,MI,312,Dental Services Organization,at_risk,26,organizational_design,at_risk,2024-09-12
Summit Ridge Oral Health Partners,https://summitridgeoralhealthpartner8327.example,+16117421230,Oklahoma City,OK,162,Dental Services Organization,active_client,9,organizational_design,healthy,2026-07-30
Riverstone Dental Group,https://riverstonedentalgroup8328.example,+14436732047,Portland,OR,48,General Dentistry — Group,at_risk,3,organizational_design,at_risk,2025-11-08
Sinclair Braces & Aligners,https://sinclairbracesaligners8329.example,+15928103655,Las Vegas,NV,17,Orthodontics,at_risk,1,organizational_design,at_risk,2025-06-14
Oakhurst Dental Associates,https://oakhurstdentalassociates8330.example,+18025689251,Memphis,TN,24,General Dentistry — Group,active_client,2,organizational_design,healthy,2025-03-31
Bayview Endodontic Associates,https://bayviewendodonticassociates8331.example,+18424871678,Louisville,KY,9,Periodontics,active_client,1,organizational_design,healthy,2025-10-17
Alder Creek Dental Care,https://aldercreekdentalcare8332.example,+19676944331,Baltimore,MD,8,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2025-03-18
Ridgeway Periodontal Specialists,https://ridgewayperiodontalspecialis8333.example,+18396206871,Milwaukee,WI,21,Periodontics,active_client,1,organizational_design,watchlist,2025-07-25
Cavendish Dental Studio,https://cavendishdentalstudio8334.example,+13778534914,Albuquerque,NM,19,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-11-25
Silverbrook Orthodontics,https://silverbrookorthodontics8335.example,+12649451326,Tucson,AZ,36,Orthodontics,at_risk,2,organizational_design,at_risk,2025-08-25
Kingsley Dental Partners,https://kingsleydentalpartners8336.example,+12557415279,Fresno,CA,84,Dental Services Organization,active_client,7,organizational_design,healthy,2026-05-03
Fairmont Dental Care Group,https://fairmontdentalcaregroup8337.example,+13072103522,Mesa,AZ,39,General Dentistry — Group,active_client,3,organizational_design,healthy,2026-01-24
Nortonville Surgical Arts,https://nortonvillesurgicalarts8338.example,+19892726160,Sacramento,CA,15,Oral Surgery,active_client,1,organizational_design,healthy,2024-11-15
Alder Creek Dental Collective,https://aldercreekdentalcollective8339.example,+19786936236,Atlanta,GA,180,Dental Services Organization,active_client,12,organizational_design,healthy,2024-10-27
Nortonville Dentistry,https://nortonvilledentistry8340.example,+12079053804,Kansas City,MO,18,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-09-27
Windsor Smile Partners,https://windsorsmilepartners8341.example,+12342664827,Long Beach,CA,220,Dental Services Organization,active_client,22,organizational_design,healthy,2026-03-29
Granville Smile Partners,https://granvillesmilepartners8342.example,+12994081346,Raleigh,NC,162,Dental Services Organization,active_client,18,organizational_design,healthy,2025-12-16
Fairmont Dental Studio,https://fairmontdentalstudio8343.example,+12995463710,Miami,FL,12,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-11-05
Belmont Endodontic Associates,https://belmontendodonticassociates8344.example,+16436801169,Cleveland,OH,7,Periodontics,active_client,1,organizational_design,watchlist,2024-10-12
Ashford Dental Group,https://ashforddentalgroup8345.example,+18248321753,New Orleans,LA,48,General Dentistry — Group,at_risk,3,organizational_design,at_risk,2024-12-06
Cavendish Orthodontics,https://cavendishorthodontics8346.example,+17792268601,Arlington,TX,34,Orthodontics,active_client,2,organizational_design,healthy,2025-06-04
Everly Oral & Maxillofacial Surgery,https://everlyoralmaxillofacialsurge8347.example,+14448706760,Bakersfield,CA,10,Oral Surgery,at_risk,1,organizational_design,at_risk,2026-03-19
Clearwater Dental Group,https://clearwaterdentalgroup8348.example,+14689473413,Tampa,FL,26,General Dentistry — Group,active_client,2,organizational_design,healthy,2025-04-30
Northline Dental Collective,https://northlinedentalcollective8349.example,+17135785856,Aurora,CO,360,Dental Services Organization,active_client,20,organizational_design,healthy,2025-12-06
Bayview Smile Dentistry,https://bayviewsmiledentistry8350.example,+13107673356,Santa Ana,CA,20,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2025-12-12
Camden Dental Care Group,https://camdendentalcaregroup8351.example,+19152823161,Anaheim,CA,68,General Dentistry — Group,active_client,4,organizational_design,watchlist,2026-07-15
Ashford ENT Associates,https://ashfordentassociates.example,+19636612014,New York,NY,13,Medical — Specialty,active_client,1,organizational_design,healthy,2025-03-03
Pinehurst Dentistry,https://pinehurstdentistry8353.example,+14192243273,Los Angeles,CA,5,,active_client,1,organizational_design,healthy,2026-06-12
Summit Ridge Sports Rehab,https://summitridgesportsrehab8354.example,+18888008156,Chicago,IL,10,Physical Therapy,active_client,1,organizational_design,healthy,2024-09-13
Pinehurst Smile Dentistry,https://pinehurstsmiledentistry8355.example,+12488315460,Houston,TX,22,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-09-06
Glenwood Dentistry,https://glenwooddentistry8356.example,+15028656646,Phoenix,AZ,8,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-12-31
Wynn Dental Group,https://wynndentalgroup8357.example,+18399592598,Philadelphia,PA,70,,active_client,5,organizational_design,healthy,2026-01-25
Fieldstone Family Dentistry Group,https://fieldstonefamilydentistrygro8358.example,+16092169126,San Antonio,TX,54,General Dentistry — Group,active_client,3,organizational_design,watchlist,2024-12-08
Maplewood Orthodontic Specialists,https://maplewoodorthodonticspeciali8359.example,+19043839483,San Diego,CA,15,Orthodontics,active_client,1,organizational_design,healthy,2025-07-19
Westgate Oral & Maxillofacial Surgery,https://westgateoralmaxillofacialsur8360.example,+12677443996,Dallas,TX,7,Oral Surgery,active_client,1,organizational_design,healthy,2026-07-27
Foxfield Orthodontics,https://foxfieldorthodontics8361.example,+14333465855,San Jose,CA,34,Orthodontics,at_risk,2,organizational_design,at_risk,2025-12-04
Brookvale Dentistry,https://brookvaledentistry8362.example,+12174694220,Austin,TX,11,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-07-12
Redwood Dental Associates,https://redwooddentalassociates8363.example,+16068606035,Jacksonville,FL,65,General Dentistry — Group,active_client,5,organizational_design,watchlist,2026-02-03
Highpoint Oral Health Partners,https://highpointoralhealthpartners8364.example,+15115852965,Fort Worth,TX,442,Dental Services Organization,active_client,26,organizational_design,healthy,2025-12-29
Fieldstone Surgical Arts,https://fieldstonesurgicalarts8365.example,+15367588702,Columbus,OH,22,Oral Surgery,active_client,1,organizational_design,healthy,2024-10-08
Silverbrook Family Dentistry Group,https://silverbrookfamilydentistrygr8366.example,+12535688767,Indianapolis,IN,30,General Dentistry — Group,active_client,2,organizational_design,healthy,2025-11-02
Glenwood Orthodontics,https://glenwoodorthodontics8367.example,+12049795832,Charlotte,NC,68,Orthodontics,active_client,4,organizational_design,healthy,2025-10-22
Maplewood Braces & Aligners,https://maplewoodbracesaligners8368.example,+15216961561,San Francisco,CA,30,Orthodontics,active_client,2,organizational_design,healthy,2024-08-23
Cedar Point Periodontics,https://cedarpointperiodontics8369.example,+19523246250,Seattle,WA,19,Periodontics,active_client,1,organizational_design,healthy,2025-04-24
Highpoint Dermatology Group,https://highpointdermatologygroup8370.example,+13785524756,Denver,CO,21,Medical — Specialty,active_client,1,organizational_design,watchlist,2024-09-27
Maplewood Dental Associates,https://maplewooddentalassociates8371.example,+17807669623,Boston,MA,36,General Dentistry — Group,active_client,2,organizational_design,healthy,2025-01-04
Ashford Children’s Dental,https://ashfordchildrensdental8372.example,+14429603892,El Paso,TX,9,Pediatric Dentistry,active_client,1,organizational_design,healthy,2025-07-21
Ridgeway Smile Partners,https://ridgewaysmilepartners8373.example,+14373842192,Nashville,TN,697,Dental Services Organization,active_client,41,organizational_design,watchlist,2025-04-24
Riverstone Dentistry,https://riverstonedentistry8374.example,+19324733297,Detroit,MI,17,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-06-04
Pinehurst Root Canal Specialists,https://pinehurstrootcanalspecialist8375.example,+13593737064,Oklahoma City,OK,5,Periodontics,active_client,1,organizational_design,healthy,2025-04-25
Fairmont Smile Dentistry,https://fairmontsmiledentistry8376.example,+16958216936,Portland,OR,13,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-03-31
Draycott Dental Care Group,https://draycottdentalcaregroup8377.example,+18087787531,Las Vegas,NV,60,General Dentistry — Group,at_risk,4,organizational_design,at_risk,2025-02-08
Belmont Dental Care Group,https://belmontdentalcaregroup8378.example,+15107122910,Memphis,TN,60,General Dentistry — Group,active_client,5,organizational_design,healthy,2026-03-05
Ellswood Oral Health Partners,https://ellswoodoralhealthpartners8379.example,+13574888133,Louisville,KY,432,Dental Services Organization,active_client,24,organizational_design,watchlist,2026-02-26
Hollis Sleep Medicine,https://hollissleepmedicine.example,+15518137884,Baltimore,MD,14,Medical — Specialty,active_client,1,organizational_design,healthy,2026-03-03
Kingsley Dental Group,https://kingsleydentalgroup8381.example,+19004754597,Milwaukee,WI,36,General Dentistry — Group,active_client,4,organizational_design,healthy,2026-05-18
Glenwood Dental Care Group,https://glenwooddentalcaregroup8382.example,+14294711452,Albuquerque,NM,51,General Dentistry — Group,active_client,3,organizational_design,watchlist,2025-04-21
Sinclair Physical Therapy,https://sinclairphysicaltherapy.example,+15309292578,Tucson,AZ,18,Physical Therapy,active_client,1,organizational_design,healthy,2025-03-07
Meridian Oral & Maxillofacial Surgery,https://meridianoralmaxillofacialsur8384.example,+12065695083,Fresno,CA,10,Oral Surgery,at_risk,1,organizational_design,at_risk,2024-11-06
Hollis Dental Partners,https://hollisdentalpartners8385.example,+13734194738,Mesa,AZ,144,Dental Services Organization,at_risk,12,organizational_design,at_risk,2025-10-18
Westgate Family Dentistry Group,https://westgatefamilydentistrygroup8386.example,+19924384495,Sacramento,CA,44,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-10-17
Wynn Dental Studio,https://wynndentalstudio8387.example,+16774412209,Atlanta,GA,17,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-09-27
Meridian Smile Partners,https://meridiansmilepartners8388.example,+14543815546,Kansas City,MO,450,Dental Services Organization,active_client,30,organizational_design,healthy,2026-01-05
Redwood Physical Therapy,https://redwoodphysicaltherapy8389.example,+17175512199,Long Beach,CA,18,Physical Therapy,active_client,1,organizational_design,healthy,2025-08-07
Brookvale Dental Group,https://brookvaledentalgroup8390.example,+16344691355,Raleigh,NC,48,General Dentistry — Group,active_client,3,organizational_design,healthy,2026-04-29
Highpoint Family Dentistry Group,https://highpointfamilydentistrygrou8391.example,+18177667947,Miami,FL,52,General Dentistry — Group,active_client,4,organizational_design,healthy,2024-09-15
Meridian ENT Associates,https://meridianentassociates8392.example,+17462188408,Cleveland,OH,6,,active_client,1,organizational_design,healthy,2025-05-21
Stonebridge Movement Clinic,https://stonebridgemovementclinic8393.example,+17519036380,New Orleans,LA,20,Physical Therapy,active_client,1,organizational_design,healthy,2025-02-08
Meridian Dental Care Group,https://meridiandentalcaregroup8394.example,+19215264088,Arlington,TX,20,General Dentistry — Group,active_client,2,organizational_design,healthy,2025-12-06
Westgate Family Dentistry Group,https://westgatefamilydentistrygroup8395.example,+18793643421,Bakersfield,CA,60,General Dentistry,active_client,4,organizational_design,healthy,2025-12-31
Hollis Family Dentistry Group,https://hollisfamilydentistrygroup8396.example,+17778179484,Tampa,FL,33,General Dentistry — Group,active_client,3,organizational_design,healthy,2024-08-14
Belmont Dental Associates,https://belmontdentalassociates8397.example,+15187929493,Aurora,CO,32,General Dentistry — Group,active_client,2,organizational_design,healthy,2026-07-20
Cavendish Dentistry,https://cavendishdentistry8398.example,+16716763049,Santa Ana,CA,18,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-09-07
Belmont Oral Surgery Associates,https://belmontoralsurgeryassociates8399.example,+13564596903,Anaheim,CA,16,Oral Surgery,active_client,1,organizational_design,watchlist,2024-12-01
Brookvale Dentistry,https://brookvaledentistry8400.example,+18428374812,New York,NY,13,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-12-28
Northline Orthodontic Group,https://northlineorthodonticgroup8401.example,+13298052221,Los Angeles,CA,64,Orthodontics,at_risk,4,organizational_design,at_risk,2026-04-17
Prescott Dental Care,https://prescottdentalcare8402.example,+16109359288,Chicago,IL,18,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2026-05-02
Wynn Braces & Aligners,https://wynnbracesaligners8403.example,+15585087814,Houston,TX,64,Orthodontics,active_client,4,organizational_design,watchlist,2025-02-21
Hollis Smile Dentistry,https://hollissmiledentistry8404.example,+14264455910,Phoenix,AZ,12,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-09-18
Hollis Braces & Aligners,https://hollisbracesaligners8405.example,+14327126248,Philadelphia,PA,30,Orthodontics,active_client,2,organizational_design,healthy,2024-09-17
Camden Family Dentistry Group,https://camdenfamilydentistrygroup8406.example,+16079847613,San Antonio,TX,64,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-04-27
Fieldstone Oral Health Partners,https://fieldstoneoralhealthpartners8407.example,+15143196459,San Diego,CA,154,Dental Services Organization,at_risk,14,organizational_design,at_risk,2024-10-03
Ashford Dental Partners,https://ashforddentalpartners8408.example,+17957548042,Dallas,TX,276,Dental Services Organization,active_client,23,organizational_design,healthy,2024-09-28
Cavendish Dental Collective,https://cavendishdentalcollective8409.example,+12334409725,San Jose,CA,36,Dental Services Organization,active_client,4,organizational_design,healthy,2024-09-05
Belmont Dental Associates,https://belmontdentalassociates8410.example,+12038159268,Austin,TX,75,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-12-31
Redwood ENT Associates,https://redwoodentassociates8411.example,+19624798955,Jacksonville,FL,16,Medical — Specialty,active_client,1,organizational_design,healthy,2026-05-26
Cavendish Braces & Aligners,https://cavendishbracesaligners8412.example,+14256097722,Fort Worth,TX,39,Orthodontics,active_client,3,organizational_design,watchlist,2025-08-19
Stonebridge Dental Alliance,https://stonebridgedentalalliance8413.example,+13284752184,Columbus,OH,432,Dental Services Organization,at_risk,36,organizational_design,at_risk,2025-04-23
Fieldstone Surgical Arts,https://fieldstonesurgicalarts8414.example,+16328065600,Indianapolis,IN,5,Dental,active_client,1,organizational_design,healthy,2025-03-05
Kingsley Specialty Care Partners,https://kingsleyspecialtycarepartner8415.example,+14266634870,Charlotte,NC,13,Medical — Specialty,at_risk,1,organizational_design,at_risk,2025-03-29
Sinclair Dental Collective,https://sinclairdentalcollective8416.example,+12214555684,San Francisco,CA,270,Dental Services Organization,active_client,18,organizational_design,watchlist,2024-08-20
Windsor Smile Dentistry,https://windsorsmiledentistry8417.example,+17758067082,Seattle,WA,9,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2024-09-28
Pinehurst Dentistry,https://pinehurstdentistry8418.example,+17704551387,Denver,CO,21,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-09-25
Lockhart Periodontics,https://lockhartperiodontics.example,+19533231188,Boston,MA,21,Periodontics,active_client,1,organizational_design,watchlist,2024-10-05
Riverstone Dental Care,https://riverstonedentalcare8420.example,+13817973265,El Paso,TX,21,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-09-16
Draycott Root Canal Specialists,https://draycottrootcanalspecialists8421.example,+14058241085,Nashville,TN,20,Periodontics,active_client,1,organizational_design,healthy,2025-09-10
Windsor Endodontic Associates,https://windsorendodonticassociates8422.example,+16779985053,Detroit,MI,19,Periodontics,active_client,1,organizational_design,healthy,2024-11-11
Ashford Family Dental,https://ashfordfamilydental8423.example,+18224018897,Oklahoma City,OK,22,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-03-22
Fairmont Dental Group,https://fairmontdentalgroup8424.example,+16803913913,Portland,OR,50,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-01-03
Wexford Oral Surgery Associates,https://wexfordoralsurgeryassociates8425.example,+16955618673,Las Vegas,NV,22,Oral Surgery,active_client,1,organizational_design,watchlist,2025-11-22
Wexford Periodontal Specialists,https://wexfordperiodontalspecialist8426.example,+12815915579,Memphis,TN,6,Periodontics,active_client,1,organizational_design,healthy,2025-07-26
Clearwater Root Canal Specialists,https://clearwaterrootcanalspecialis8427.example,+18938248787,Louisville,KY,22,Periodontics,active_client,1,organizational_design,watchlist,2025-07-07
Wynn Dental Care,https://wynndentalcare8428.example,+14869026586,Baltimore,MD,11,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-05-11
Bramwell Dentistry,https://bramwelldentistry8429.example,+18047751121,Milwaukee,WI,19,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-05-18
Cedar Point Dental Partners,https://cedarpointdentalpartners8430.example,+17042992614,Albuquerque,NM,65,Dental Services Organization,active_client,5,organizational_design,healthy,2024-10-10
Sinclair Orthodontic Specialists,https://sinclairorthodonticspecialis8431.example,+14553503623,Tucson,AZ,26,Orthodontics,active_client,2,organizational_design,healthy,2025-04-29
Belmont Dental Alliance,https://belmontdentalalliance8432.example,+14565809194,Fresno,CA,360,Dental Services Organization,active_client,24,organizational_design,healthy,2026-06-24
Lockhart Dental Partners,https://lockhartdentalpartners8433.example,+19704076982,Mesa,AZ,468,Dental Services Organization,active_client,39,organizational_design,watchlist,2025-12-11
Meridian Dental Care Group,https://meridiandentalcaregroup8434.example,+14024733702,Sacramento,CA,30,General Dentistry — Group,active_client,3,organizational_design,healthy,2025-06-27
Lakeshore Specialty Care Partners,https://lakeshorespecialtycarepartne8435.example,+17848934050,Atlanta,GA,11,Medical — Specialty,active_client,1,organizational_design,healthy,2024-11-11
Fieldstone Dental Studio,https://fieldstonedentalstudio8436.example,+18946579014,Kansas City,MO,7,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-05-05
Lakeshore Root Canal Specialists,https://lakeshorerootcanalspecialist8437.example,+15799861623,Long Beach,CA,20,Periodontics,active_client,1,organizational_design,healthy,2025-03-20
Sinclair Dental Group,https://sinclairdentalgroup8438.example,+15526819161,Raleigh,NC,72,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-07-03
Ridgeway Dental Care Group,https://ridgewaydentalcaregroup8439.example,+17799333028,Miami,FL,36,General Dentistry — Group,active_client,4,organizational_design,watchlist,2024-08-22
Ellswood Dentistry,https://ellswooddentistry8440.example,+18038514931,Cleveland,OH,5,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-08-17
Belmont Orthodontic Group,https://belmontorthodonticgroup8441.example,+16905883154,New Orleans,LA,18,Orthodontics,active_client,2,organizational_design,watchlist,2025-06-29
Silverbrook Family Dentistry Group,https://silverbrookfamilydentistrygr8442.example,+12334107762,Arlington,TX,72,GP dental,active_client,4,organizational_design,healthy,2025-08-18
Everly Dental Studio,https://everlydentalstudio8443.example,+13354246333,Bakersfield,CA,13,dental group,at_risk,1,organizational_design,at_risk,2025-08-19
Nortonville Periodontics,https://nortonvilleperiodontics.example,+12675905623,Tampa,FL,14,Periodontics,active_client,1,organizational_design,healthy,2026-05-01
Glenwood Movement Clinic,https://glenwoodmovementclinic8445.example,+13966742816,Aurora,CO,22,Physical Therapy,active_client,1,organizational_design,healthy,2025-04-16
Lakeshore Pediatric Dentistry,https://lakeshorepediatricdentistry8446.example,+13818666583,Santa Ana,CA,14,Pediatric Dentistry,active_client,1,organizational_design,healthy,2024-09-25
Harbour Oral Surgery Associates,https://harbouroralsurgeryassociates8447.example,+13158431733,Anaheim,CA,8,Oral Surgery,active_client,1,organizational_design,healthy,2026-05-10
Silverbrook Orthodontic Specialists,https://silverbrookorthodonticspecia8448.example,+18385372383,New York,NY,48,Orthodontics,at_risk,4,organizational_design,at_risk,2026-04-17
Clearwater Dentistry,https://clearwaterdentistry8449.example,+17305953161,Los Angeles,CA,22,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-03-10
Cavendish Dental Group,https://cavendishdentalgroup8450.example,+15976022341,Chicago,IL,48,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-11-04
Bramwell Kids Dental Care,https://bramwellkidsdentalcare8451.example,+13986502531,Houston,TX,10,Pediatric Dentistry,at_risk,1,organizational_design,at_risk,2026-05-16
Ellswood Root Canal Specialists,https://ellswoodrootcanalspecialists8452.example,+15993903642,Phoenix,AZ,5,,at_risk,1,organizational_design,at_risk,2025-11-25
Beacon Dental Collective,https://beacondentalcollective8453.example,+15017496449,Philadelphia,PA,403,Dental Services Organization,active_client,31,organizational_design,healthy,2025-06-28
Ashford Orthodontics,https://ashfordorthodontics8454.example,+15783589604,San Antonio,TX,64,Orthodontics,active_client,4,organizational_design,healthy,2025-07-13
Hollis Dental Associates,https://hollisdentalassociates8455.example,+15957663036,San Diego,CA,34,General Dentistry — Group,active_client,2,organizational_design,healthy,2024-12-21
Ridgeway Dental Studio,https://ridgewaydentalstudio8456.example,+13714469488,Dallas,TX,18,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-06-20
Wexford Sports Rehab,https://wexfordsportsrehab8457.example,+19384597153,San Jose,CA,13,Physical Therapy,active_client,1,organizational_design,healthy,2024-11-17
Meridian Dental Partners,https://meridiandentalpartners8458.example,+14809666719,Austin,TX,299,Dental Services Organization,active_client,23,organizational_design,healthy,2025-10-14
Bayview Dental Studio,https://bayviewdentalstudio8459.example,+19598366952,Jacksonville,FL,17,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-07-18
Bayview Dental Studio,https://bayviewdentalstudio8460.example,+17953028995,Fort Worth,TX,8,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-09-03
Cavendish Physical Therapy,https://cavendishphysicaltherapy.example,+17134038808,Columbus,OH,10,Physical Therapy,active_client,1,organizational_design,healthy,2025-05-27
Northline Dental Associates,https://northlinedentalassociates8462.example,+15368346766,Indianapolis,IN,36,General Dentistry — Group,active_client,4,organizational_design,watchlist,2025-12-16
Maplewood Dental Group,https://maplewooddentalgroup8463.example,+14993991462,Charlotte,NC,60,General Dentistry — Group,active_client,4,organizational_design,healthy,2024-12-15
Harbour Orthodontics,https://harbourorthodontics8464.example,+17348303105,San Francisco,CA,36,,active_client,4,organizational_design,healthy,2025-07-10
Brookvale Orthodontic Specialists,https://brookvaleorthodonticspeciali8465.example,+17277577388,Seattle,WA,14,Orthodontics,at_risk,1,organizational_design,at_risk,2025-11-15
Lakeshore Dental Alliance,https://lakeshoredentalalliance8466.example,+12138509375,Denver,CO,336,Dental Services Organization,active_client,21,organizational_design,healthy,2026-02-01
Nortonville Smile Dentistry,https://nortonvillesmiledentistry8467.example,+15475027191,Boston,MA,13,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-03-16
Ellswood Specialty Care Partners,https://ellswoodspecialtycarepartner8468.example,+16252602691,El Paso,TX,6,Medical — Specialty,active_client,1,organizational_design,healthy,2026-03-10
Thornbury Family Dentistry Group,https://thornburyfamilydentistrygrou8469.example,+13412441261,Nashville,TN,32,General Dentistry — Group,active_client,2,organizational_design,healthy,2024-10-01
Stonebridge Dental Care,https://stonebridgedentalcare8470.example,+12386047758,Detroit,MI,16,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-02-02
Silverbrook Dental Collective,https://silverbrookdentalcollective8471.example,+17976844688,Oklahoma City,OK,414,Dental Services Organization,active_client,23,organizational_design,healthy,2024-09-07
Ashford Smile Dentistry,https://ashfordsmiledentistry8472.example,+17818091768,Portland,OR,13,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2025-11-10
Harbour Sports Rehab,https://harboursportsrehab8473.example,+16978446890,Las Vegas,NV,13,Physical Therapy,active_client,1,organizational_design,healthy,2025-12-17
Prescott Pediatric Dentistry,https://prescottpediatricdentistry8474.example,+15663303832,Memphis,TN,11,Pediatric Dentistry,active_client,1,organizational_design,healthy,2025-10-19
Summit Ridge Smile Dentistry,https://summitridgesmiledentistry8475.example,+16337082655,Louisville,KY,7,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-07-13
Ridgeway Smile Dentistry,https://ridgewaysmiledentistry8476.example,+13173667282,Baltimore,MD,18,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-04-26
Lakeshore Smile Dentistry,https://lakeshoresmiledentistry8477.example,+14457417587,Milwaukee,WI,9,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-12-31
Lockhart Dental Care Group,https://lockhartdentalcaregroup8478.example,+15487959961,Albuquerque,NM,30,General Dentistry — Group,active_client,3,organizational_design,healthy,2025-10-11
Lakeshore Dental Partners,https://lakeshoredentalpartners8479.example,+19792348896,Tucson,AZ,120,Dental Services Organization,active_client,12,organizational_design,healthy,2024-10-29
Bayview Orthodontic Specialists,https://bayvieworthodonticspecialist8480.example,+16307481242,Fresno,CA,40,Orthodontics,at_risk,4,organizational_design,at_risk,2025-02-26
Cavendish Dental Partners,https://cavendishdentalpartners8481.example,+16027215496,Mesa,AZ,612,Dental Services Organization,active_client,36,organizational_design,watchlist,2025-10-27
Cedar Point Movement Clinic,https://cedarpointmovementclinic8482.example,+16957744475,Sacramento,CA,20,Physical Therapy,active_client,1,organizational_design,healthy,2025-08-16
