Deal Name,Amount,Close Date,Associated Company,zia_deal_type,zia_service_type,zia_seats_committed,zia_hours_per_week,zia_expected_launch_date,zia_primary_challenge
Bramwell Dental Group — Momentum embed,24109,2026-10-23,bramwelldentalgroup9673.com,Momentum,Patient Scheduling;Insurance Verification,1,29,,
Alder Creek Dental Studio — Core embed,18082,2026-08-15,aldercreekdentalstudio.com,Core,Recall & Reactivation;Records & Charting Support,1,29,,
Sinclair Dental Partners — Core 2 seats,32423,2026-10-10,sinclairdentalpartners4601.com,Core,Insurance Verification,2,26,,
Bayview Dental Studio — Momentum embed,14133,2025-02-12,bayviewdentalstudio8460.com,Momentum,Recall & Reactivation;Insurance Verification,1,17,2025-02-22,
Kingsley Dental Group — Core embed,19329,2025-09-23,kingsleydentalgroup6871.com,Core,Recall & Reactivation;Front Office / Patient Comms,1,31,,
Meridian Smile Dentistry — Momentum embed,17459,2025-12-18,meridiansmiledentistry550.com,Momentum,Patient Scheduling;Claims & AR Follow-up,1,21,2026-01-10,
Ashford Braces & Aligners — Core 2 seats,37411,2026-09-03,ashfordbracesaligners2115.com,Core,Records & Charting Support;Recall & Reactivation,2,30,,
Clearwater Orthodontic Group — Core embed,16212,2026-05-07,clearwaterorthodonticgroup2772.com,Core,Recall & Reactivation;Records & Charting Support,1,26,2026-06-03,
Pinehurst Orthodontic Group — Summit embed,37723,2025-02-18,pinehurstorthodonticgroup.com,Summit,Claims & AR Follow-up;Office Management,1,33,2025-03-12,
Kingsley Orthodontics — Momentum embed,17459,2026-10-05,kingsleyorthodontics2971.com,Momentum,Claims & AR Follow-up;Patient Scheduling,1,21,,
Hollis Children’s Dental — Summit embed,41152,2025-09-16,hollischildrensdental7689.com,Summit,Claims & AR Follow-up;Office Management,1,36,2025-09-25,
Hollis Children’s Dental — Momentum embed,24941,2026-10-24,hollischildrensdental7689.com,Momentum,Patient Scheduling;Claims & AR Follow-up,1,30,,
Granville Dental Care Group — Core embed,18706,2026-09-24,granvilledentalcaregroup8681.com,Core,Front Office / Patient Comms;Records & Charting Support,1,30,,Practice software gap
Thornbury Braces & Aligners — Core embed,20576,2026-08-31,thornburybracesaligners480.com,Core,Recall & Reactivation;Front Office / Patient Comms,1,33,,
Everly Dentistry — Momentum embed,20784,2025-01-06,everlydentistry.com,Momentum,Patient Scheduling,1,25,2025-01-22,
Belmont Dental Alliance — Core embed,21200,2025-09-02,belmontdentalalliance.com,Core,Insurance Verification;Recall & Reactivation,1,34,2025-09-22,
Oakhurst Family Dental — Momentum embed,23278,2026-06-15,oakhurstfamilydental7718.com,Momentum,Insurance Verification;Practice Marketing,1,28,2026-06-30,
Summit Ridge Orthodontic Specialists — Momentum embed,24109,2026-09-27,summitridgeorthodonticspecia.com,Momentum,Recall & Reactivation;Claims & AR Follow-up,1,29,,Client paused decision
Ridgeway Dental Care — Summit embed,27435,2024-12-29,ridgewaydentalcare3917.com,Summit,Operations Leadership;Claims & AR Follow-up,1,24,,
Ridgeway Dental Associates — Momentum embed,20784,2026-08-23,ridgewaydentalassociates635.com,Momentum,Claims & AR Follow-up;Revenue Cycle / Billing,1,25,,Rate
Nortonville Dental Studio — Core embed,14964,2026-11-02,nortonvilledentalstudio5078.com,Core,Records & Charting Support;Insurance Verification,1,24,,
Stonebridge Smile Dentistry — Core embed,20576,2026-09-11,stonebridgesmiledentistry329.com,Core,Front Office / Patient Comms;Records & Charting Support,1,33,,
Ashford Root Canal Specialists — Momentum 2 seats,44893,2025-06-25,ashfordrootcanalspecialists.com,Momentum,Revenue Cycle / Billing;Patient Scheduling,2,27,2025-07-20,
Cedar Point Dental Care — Momentum embed,25772,2026-10-03,cedarpointdentalcare7873.com,Momentum,Claims & AR Follow-up;Revenue Cycle / Billing,1,31,,Specialty experience
Tarrant Dental Group — Momentum embed,23278,2026-08-19,tarrantdentalgroup94.com,Momentum,Practice Marketing;Patient Scheduling,1,28,,Rate
Wynn Braces & Aligners — Summit embed,27435,2026-11-02,wynnbracesaligners.com,Summit,Revenue Cycle / Billing;Office Management,1,24,,
Bayview Dentistry — Momentum 3 seats,77316,2025-01-27,bayviewdentistry613.com,Momentum,Revenue Cycle / Billing;Treatment Coordination,3,31,,
Lockhart Dental Collective — Momentum embed,19953,2025-10-07,lockhartdentalcollective6592.com,Momentum,Treatment Coordination;Practice Marketing,1,24,2025-10-14,
Bramwell Family Dental — Momentum embed,27435,2026-10-20,bramwellfamilydental1730.com,Momentum,Insurance Verification,1,33,,
Cavendish Orthodontic Group — Summit embed,24006,2025-03-26,cavendishorthodonticgroup.com,Summit,Revenue Cycle / Billing;Operations Leadership,1,21,,Communication style
Kingsley Family Dental — Summit embed,30864,2026-08-15,kingsleyfamilydental4375.com,Summit,Revenue Cycle / Billing,1,27,,Practice software gap
Prescott Family Dental — Summit embed,36580,2026-07-22,prescottfamilydental8784.com,Summit,Office Management,1,32,2026-08-02,
Cavendish Dental Associates — Core 3 seats,69211,2026-08-19,cavendishdentalassociates3643.com,Core,Recall & Reactivation;Records & Charting Support,3,37,,
Ridgeway Periodontal Specialists — Core embed,14964,2026-10-18,ridgewayperiodontalspecialis.com,Core,Recall & Reactivation;Patient Scheduling,1,24,,
Highpoint Dentistry — Momentum embed,22447,2026-03-24,highpointdentistry9701.com,Momentum,Patient Scheduling;Practice Marketing,1,27,,
Glenwood Family Dental — Summit embed,24006,2026-10-13,glenwoodfamilydental5525.com,Summit,Revenue Cycle / Billing;Operations Leadership,1,21,,
Beacon Children’s Dental — Momentum embed,25772,2026-08-26,beaconchildrensdental6234.com,Momentum,Practice Marketing;Claims & AR Follow-up,1,31,,
Highpoint Family Dentistry Group — Momentum embed,20784,2026-09-08,highpointfamilydentistrygrou5250.com,Momentum,Patient Scheduling;Treatment Coordination,1,25,,
Cavendish Family Dental — Core embed,19329,2026-09-15,cavendishfamilydental3068.com,Core,Patient Scheduling,1,31,,Specialty experience
Nortonville Smile Dentistry — Momentum 2 seats,44893,2026-11-01,nortonvillesmiledentistry6074.com,Momentum,Revenue Cycle / Billing;Insurance Verification,2,27,,Client paused decision
Thornbury Dental Alliance — Core embed,20576,2025-07-27,thornburydentalalliance6966.com,Core,Front Office / Patient Comms,1,33,,
Nortonville Endodontic Associates — Summit embed,29721,2025-08-02,nortonvilleendodonticassocia.com,Summit,Revenue Cycle / Billing,1,26,,
Wexford Dental Care Group — Core embed,18706,2026-07-28,wexforddentalcaregroup7374.com,Core,Patient Scheduling,1,30,2026-08-17,
Lakeshore Rehab Associates — Momentum 2 seats,59858,2025-01-24,lakeshorerehabassociates.com,Momentum,Practice Marketing;Insurance Verification,2,36,,
Silverbrook Dentistry — Momentum embed,26604,2026-11-21,silverbrookdentistry2457.com,Momentum,Recall & Reactivation,1,32,,Specialty experience
Hollis Dental Group — Momentum embed,21615,2026-01-15,hollisdentalgroup6047.com,Momentum,Treatment Coordination;Practice Marketing,1,26,2026-02-03,
Westgate Children’s Dental — Momentum embed,23278,2026-08-17,westgatechildrensdental.com,Momentum,Practice Marketing;Patient Scheduling,1,28,,
Fieldstone Dental Care — Summit embed,28578,2025-10-04,fieldstonedentalcare.com,Summit,Revenue Cycle / Billing;Office Management,1,25,2025-11-01,
Granville Dental Collective — Core embed,17459,2026-11-03,granvilledentalcollective2693.com,Core,Patient Scheduling;Front Office / Patient Comms,1,28,,
Windsor Braces & Aligners — Core embed,17459,2026-08-26,windsorbracesaligners4349.com,Core,Insurance Verification;Front Office / Patient Comms,1,28,,
Northline Dental Studio — Summit embed,37723,2025-05-02,northlinedentalstudio1985.com,Summit,Claims & AR Follow-up;Revenue Cycle / Billing,1,33,2025-05-13,
Highpoint Dental Studio — Momentum embed,30760,2026-10-14,highpointdentalstudio.com,Momentum,Claims & AR Follow-up;Practice Marketing,1,37,,
Glenwood Root Canal Specialists — Momentum 2 seats,53207,2025-07-10,glenwoodrootcanalspecialists1891.com,Momentum,Insurance Verification;Treatment Coordination,2,32,2025-07-26,
Ridgeway Root Canal Specialists — Momentum embed,20784,2026-10-28,ridgewayrootcanalspecialists.com,Momentum,Treatment Coordination;Practice Marketing,1,25,,
Alder Creek Children’s Dental — Core embed,21200,2026-12-02,aldercreekchildrensdental3981.com,Core,Front Office / Patient Comms;Patient Scheduling,1,34,,
Fairmont Dental Care — Core embed,11847,2025-07-15,fairmontdentalcare1510.com,Core,Front Office / Patient Comms;Records & Charting Support,1,19,2025-08-07,
Fairmont Dental Associates — Core 2 seats,34917,2026-07-14,fairmontdentalassociates4863.com,Core,Recall & Reactivation,2,28,2026-07-23,
Northline Periodontal Specialists — Momentum embed,18290,2025-07-01,northlineperiodontalspeciali8237.com,Momentum,Patient Scheduling;Claims & AR Follow-up,1,22,,
Redwood Oral Health Partners — Momentum embed,24941,2026-10-08,redwoodoralhealthpartners1822.com,Momentum,Revenue Cycle / Billing;Treatment Coordination,1,30,,Specialty experience
Tarrant Surgical Arts — Momentum embed,25772,2026-08-30,tarrantsurgicalarts.com,Momentum,Practice Marketing;Insurance Verification,1,31,,
Northline Dental Studio — Momentum embed,21615,2026-09-28,northlinedentalstudio2310.com,Momentum,Treatment Coordination;Recall & Reactivation,1,26,,
Harbour Dentistry — Momentum embed,21615,2026-11-09,harbourdentistry7891.com,Momentum,Treatment Coordination;Practice Marketing,1,26,,
Wynn Dentistry — Momentum embed,28266,2026-09-27,wynndentistry.com,Momentum,Treatment Coordination;Recall & Reactivation,1,34,,Communication style
Thornbury Sports Rehab — Core embed,11223,2026-11-05,thornburysportsrehab.com,Core,Records & Charting Support;Front Office / Patient Comms,1,18,,
Granville Dermatology Group — Core embed,21823,2025-07-22,granvilledermatologygroup.com,Core,Records & Charting Support;Recall & Reactivation,1,35,2025-07-31,
Granville Smile Partners — Core embed,13717,2026-08-28,granvillesmilepartners7416.com,Core,Front Office / Patient Comms;Records & Charting Support,1,22,,
Oakhurst Dental Partners — Core embed,16212,2026-08-26,oakhurstdentalpartners6689.com,Core,Recall & Reactivation;Front Office / Patient Comms,1,26,,
Oakhurst Dentistry — Summit embed,33150,2026-10-16,oakhurstdentistry5205.com,Summit,Revenue Cycle / Billing,1,29,,
Everly Smile Partners — Core embed,14964,2026-08-16,everlysmilepartners3623.com,Core,Front Office / Patient Comms;Recall & Reactivation,1,24,,Communication style
Thornbury Orthodontics — Momentum embed,23278,2025-10-26,thornburyorthodontics1355.com,Momentum,Practice Marketing,1,28,2025-11-13,
Nortonville Orthodontic Group — Momentum embed,27435,2026-05-15,nortonvilleorthodonticgroup.com,Momentum,Treatment Coordination,1,33,2026-06-04,
Prescott Smile Partners — Momentum embed,20784,2025-09-05,prescottsmilepartners96.com,Momentum,Revenue Cycle / Billing;Insurance Verification,1,25,,
Westgate Endodontic Associates — Core embed,22447,2026-10-06,westgateendodonticassociates5881.com,Core,Recall & Reactivation;Patient Scheduling,1,36,,Specialty experience
Everly Oral & Maxillofacial Surgery — Momentum 2 seats,56532,2026-11-13,everlyoralmaxillofacialsurge.com,Momentum,Practice Marketing;Recall & Reactivation,2,34,,Client paused decision
Northline Dental Group — Summit embed,32007,2026-12-06,northlinedentalgroup4548.com,Summit,Revenue Cycle / Billing,1,28,,Coverage hours mismatch
Westgate Oral & Maxillofacial Surgery — Core 2 seats,33670,2026-03-17,westgateoralmaxillofacialsur.com,Core,Insurance Verification,2,27,2026-04-06,
Foxfield Dental Collective — Momentum embed,17459,2026-11-10,foxfielddentalcollective.com,Momentum,Patient Scheduling;Claims & AR Follow-up,1,21,,
Pinehurst Dental Care — Momentum embed,20784,2026-10-10,pinehurstdentalcare8171.com,Momentum,Revenue Cycle / Billing;Claims & AR Follow-up,1,25,,
Maplewood Dental Care — Momentum embed,24109,2026-07-04,maplewooddentalcare7104.com,Momentum,Claims & AR Follow-up;Practice Marketing,1,29,2026-07-26,
Highpoint Smile Partners — Momentum embed,24941,2026-11-14,highpointsmilepartners5821.com,Momentum,Patient Scheduling;Practice Marketing,1,30,,
Meridian Sports Rehab — Core embed,18706,2026-08-13,meridiansportsrehab.com,Core,Insurance Verification;Front Office / Patient Comms,1,30,,Client paused decision
Silverbrook Dental Group — Core 2 seats,36164,2026-09-06,silverbrookdentalgroup.com,Core,Records & Charting Support,2,29,,Client paused decision
Hollis Dental Group — Core embed,22447,2026-09-09,hollisdentalgroup7975.com,Core,Front Office / Patient Comms,1,36,,
Foxfield Dental Associates — Core embed,16212,2025-04-29,foxfielddentalassociates.com,Core,Patient Scheduling;Recall & Reactivation,1,26,2025-05-12,
Harbour Dental Associates — Core embed,14964,2026-10-10,harbourdentalassociates1143.com,Core,Records & Charting Support;Insurance Verification,1,24,,
Bramwell Kids Dental Care — Momentum 2 seats,41568,2025-03-09,bramwellkidsdentalcare.com,Momentum,Patient Scheduling,2,25,2025-03-24,
Tarrant Dental Care — Core 2 seats,36164,2026-11-16,tarrantdentalcare.com,Core,Records & Charting Support;Recall & Reactivation,2,29,,Rate
Thornbury Physical Therapy — Momentum embed,26604,2025-09-04,thornburyphysicaltherapy.com,Momentum,Insurance Verification;Patient Scheduling,1,32,2025-09-18,
Oakhurst Dental Collective — Core embed,17459,2026-10-03,oakhurstdentalcollective.com,Core,Patient Scheduling;Recall & Reactivation,1,28,,Rate
Wynn Dental Group — Core 2 seats,36164,2026-11-13,wynndentalgroup6067.com,Core,Patient Scheduling,2,29,,
Ridgeway Dental Group — Core embed,17459,2025-06-21,ridgewaydentalgroup9328.com,Core,Patient Scheduling,1,28,2025-07-08,
Belmont Family Dental — Momentum 2 seats,63183,2025-01-24,belmontfamilydental6731.com,Momentum,Recall & Reactivation;Revenue Cycle / Billing,2,38,2025-02-21,
Fairmont Smile Dentistry — Momentum 2 seats,43231,2026-09-15,fairmontsmiledentistry3306.com,Momentum,Recall & Reactivation;Claims & AR Follow-up,2,26,,Specialty experience
Fairmont Oral & Maxillofacial Surgery — Momentum 2 seats,43231,2025-10-25,fairmontoralmaxillofacialsur.com,Momentum,Practice Marketing,2,26,2025-11-18,
Wexford Dental Care — Core embed,20576,2026-11-28,wexforddentalcare2093.com,Core,Front Office / Patient Comms,1,33,,
Everly Family Dentistry Group — Momentum embed,22447,2025-02-20,everlyfamilydentistrygroup2907.com,Momentum,Treatment Coordination;Revenue Cycle / Billing,1,27,2025-03-19,
Fairmont Dentistry — Momentum embed,23278,2024-12-28,fairmontdentistry5040.com,Momentum,Practice Marketing;Claims & AR Follow-up,1,28,2025-01-25,
Fairmont Family Dental — Momentum embed,14964,2026-10-28,fairmontfamilydental1908.com,Momentum,Patient Scheduling;Claims & AR Follow-up,1,18,,
Fairmont Dentistry — Momentum embed,18290,2026-09-02,fairmontdentistry1711.com,Momentum,Patient Scheduling;Insurance Verification,1,22,,
Belmont Rehab Associates — Summit embed,21719,2026-09-02,belmontrehabassociates4946.com,Summit,Operations Leadership;Office Management,1,19,,
Fieldstone Family Dentistry Group — Momentum embed,23278,2026-10-01,fieldstonefamilydentistrygro8903.com,Momentum,Treatment Coordination;Recall & Reactivation,1,28,,Specialty experience
Prescott Smile Dentistry — Momentum embed,19121,2026-09-02,prescottsmiledentistry.com,Momentum,Insurance Verification,1,23,,
Wynn Dentistry — Core embed,15588,2025-02-12,wynndentistry4148.com,Core,Front Office / Patient Comms;Patient Scheduling,1,25,2025-03-05,
Alder Creek Dentistry — Core embed,22447,2026-11-17,aldercreekdentistry9019.com,Core,Insurance Verification;Recall & Reactivation,1,36,,
Granville Pediatric Dentistry — Momentum 2 seats,39905,2026-02-13,granvillepediatricdentistry.com,Momentum,Recall & Reactivation;Revenue Cycle / Billing,2,24,,Specialty experience
Tarrant Dental Partners — Core embed,23070,2025-11-20,tarrantdentalpartners8785.com,Core,Front Office / Patient Comms,1,37,2025-12-12,
Kingsley Smile Partners — Momentum embed,17459,2025-08-10,kingsleysmilepartners1735.com,Momentum,Patient Scheduling;Recall & Reactivation,1,21,2025-08-19,
Nortonville Dental Studio — Core embed,15588,2025-10-25,nortonvilledentalstudio.com,Core,Patient Scheduling,1,25,2025-11-16,
Foxfield Dental Studio — Momentum embed,14964,2026-08-25,foxfielddentalstudio6232.com,Momentum,Treatment Coordination;Practice Marketing,1,18,,
Clearwater Dentistry — Momentum embed,19121,2025-12-30,clearwaterdentistry.com,Momentum,Patient Scheduling;Claims & AR Follow-up,1,23,,Rate
Pinehurst Dental Alliance — Momentum embed,18290,2026-06-23,pinehurstdentalalliance283.com,Momentum,Revenue Cycle / Billing;Insurance Verification,1,22,2026-07-17,
Cedar Point Dental Partners — Summit embed,25149,2025-01-18,cedarpointdentalpartners206.com,Summit,Operations Leadership;Revenue Cycle / Billing,1,22,2025-02-06,
Clearwater Movement Clinic — Momentum embed,28266,2026-11-28,clearwatermovementclinic6147.com,Momentum,Revenue Cycle / Billing,1,34,,
Redwood Orthodontics — Core embed,11223,2025-11-30,redwoodorthodontics8806.com,Core,Records & Charting Support;Patient Scheduling,1,18,,Rate
Cedar Point Dental Care — Momentum embed,17459,2025-12-06,cedarpointdentalcare886.com,Momentum,Revenue Cycle / Billing;Patient Scheduling,1,21,,Client paused decision
Granville Oral Health Partners — Core embed,20576,2025-06-12,granvilleoralhealthpartners3265.com,Core,Patient Scheduling;Front Office / Patient Comms,1,33,,
Oakhurst Dental Studio — Momentum embed,22447,2026-02-25,oakhurstdentalstudio.com,Momentum,Practice Marketing;Treatment Coordination,1,27,2026-03-11,
Stonebridge Family Dentistry Group — Core embed,18706,2026-10-20,stonebridgefamilydentistrygr6864.com,Core,Records & Charting Support,1,30,,Specialty experience
Clearwater Family Dentistry Group — Momentum 2 seats,59858,2026-06-14,clearwaterfamilydentistrygro3362.com,Momentum,Treatment Coordination,2,36,2026-07-05,
Wynn Dental Collective — Momentum embed,25772,2026-09-29,wynndentalcollective8819.com,Momentum,Revenue Cycle / Billing;Claims & AR Follow-up,1,31,,
Northline Dental Studio — Momentum embed,15796,2026-03-08,northlinedentalstudio4059.com,Momentum,Practice Marketing;Insurance Verification,1,19,2026-03-27,
Lockhart Family Dental — Momentum embed,24109,2026-09-27,lockhartfamilydental.com,Momentum,Insurance Verification;Revenue Cycle / Billing,1,29,,
Pinehurst Movement Clinic — Core embed,13717,2026-12-07,pinehurstmovementclinic3131.com,Core,Insurance Verification;Recall & Reactivation,1,22,,
Belmont Children’s Dental — Core embed,13094,2026-07-02,belmontchildrensdental9478.com,Core,Patient Scheduling;Front Office / Patient Comms,1,21,2026-07-12,
Ashford Dental Associates — Core embed,14341,2026-10-28,ashforddentalassociates4958.com,Core,Patient Scheduling;Insurance Verification,1,23,,
Wynn Surgical Arts — Momentum 2 seats,36580,2026-09-28,wynnsurgicalarts.com,Momentum,Claims & AR Follow-up;Patient Scheduling,2,22,,Specialty experience
Meridian Dental Group — Summit embed,19433,2026-09-12,meridiandentalgroup1422.com,Summit,Operations Leadership,1,17,,
Meridian Dental Care Group — Summit embed,34294,2026-11-21,meridiandentalcaregroup1378.com,Summit,Office Management;Claims & AR Follow-up,1,30,,
Lockhart Oral Health Partners — Momentum 2 seats,44893,2026-10-11,lockhartoralhealthpartners7594.com,Momentum,Insurance Verification;Claims & AR Follow-up,2,27,,
Westgate Orthodontics — Momentum embed,19953,2026-01-24,westgateorthodontics.com,Momentum,Claims & AR Follow-up;Revenue Cycle / Billing,1,24,2026-02-13,
Fairmont Surgical Arts — Core embed,21823,2026-06-19,fairmontsurgicalarts6051.com,Core,Records & Charting Support;Insurance Verification,1,35,2026-07-08,
Cavendish Smile Dentistry — Core embed,19329,2026-03-07,cavendishsmiledentistry6142.com,Core,Insurance Verification;Patient Scheduling,1,31,2026-03-15,
Ridgeway Dental Studio — Summit embed,26292,2026-04-07,ridgewaydentalstudio2337.com,Summit,Claims & AR Follow-up,1,23,,
Granville Dental Group — Momentum embed,24941,2026-10-09,granvilledentalgroup7550.com,Momentum,Patient Scheduling;Treatment Coordination,1,30,,
Wexford Dental Studio — Momentum embed,24109,2025-02-11,wexforddentalstudio460.com,Momentum,Recall & Reactivation;Patient Scheduling,1,29,2025-02-22,
Cavendish Dental Care Group — Momentum embed,19953,2025-07-04,cavendishdentalcaregroup1948.com,Momentum,Recall & Reactivation;Patient Scheduling,1,24,,Practice software gap
Everly Children’s Dental — Momentum embed,27435,2026-10-09,everlychildrensdental2335.com,Momentum,Patient Scheduling;Treatment Coordination,1,33,,
Granville Braces & Aligners — Momentum embed,24109,2026-10-29,granvillebracesaligners2742.com,Momentum,Treatment Coordination;Patient Scheduling,1,29,,
Westgate Dental Care — Core embed,11223,2025-03-23,westgatedentalcare713.com,Core,Patient Scheduling;Insurance Verification,1,18,2025-04-07,
Ellswood Dental Group — Momentum embed,21615,2026-06-21,ellswooddentalgroup3194.com,Momentum,Patient Scheduling,1,26,2026-06-28,
Tarrant Oral & Maxillofacial Surgery — Momentum embed,18290,2026-02-02,tarrantoralmaxillofacialsurg.com,Momentum,Patient Scheduling;Recall & Reactivation,1,22,2026-03-01,
Cedar Point Dental Partners — Momentum embed,32423,2026-11-27,cedarpointdentalpartners806.com,Momentum,Treatment Coordination;Insurance Verification,1,39,,
Wynn Dental Group — Momentum embed,24109,2026-05-15,wynndentalgroup3770.com,Momentum,Insurance Verification;Practice Marketing,1,29,,Rate
Oakhurst Dental Associates — Momentum embed,27435,2026-05-27,oakhurstdentalassociates5216.com,Momentum,Treatment Coordination,1,33,2026-06-10,
Sinclair Family Dental — Momentum embed,24941,2025-01-31,sinclairfamilydental.com,Momentum,Patient Scheduling,1,30,,
Westgate Smile Dentistry — Momentum embed,25772,2025-04-14,westgatesmiledentistry4884.com,Momentum,Revenue Cycle / Billing,1,31,2025-05-05,
Foxfield Dental Associates — Momentum embed,22447,2026-11-06,foxfielddentalassociates6491.com,Momentum,Claims & AR Follow-up;Recall & Reactivation,1,27,,
Windsor Dental Collective — Core embed,12470,2026-09-19,windsordentalcollective9709.com,Core,Recall & Reactivation,1,20,,
Alder Creek Family Dental — Momentum embed,22447,2026-10-28,aldercreekfamilydental.com,Momentum,Recall & Reactivation;Patient Scheduling,1,27,,
Lakeshore Surgical Arts — Momentum embed,16627,2026-11-07,lakeshoresurgicalarts4737.com,Momentum,Insurance Verification;Practice Marketing,1,20,,
Northline Dental Studio — Momentum embed,22447,2026-02-06,northlinedentalstudio.com,Momentum,Patient Scheduling;Recall & Reactivation,1,27,,
Hollis Dentistry — Summit embed,37723,2026-06-29,hollisdentistry3629.com,Summit,Office Management;Claims & AR Follow-up,1,33,2026-07-11,
Pinehurst Dental Care — Momentum 2 seats,48219,2026-08-26,pinehurstdentalcare3683.com,Momentum,Insurance Verification,2,29,,Specialty experience
Thornbury Oral Surgery Associates — Momentum embed,19953,2025-04-06,thornburyoralsurgeryassociat.com,Momentum,Patient Scheduling;Revenue Cycle / Billing,1,24,2025-04-14,
Ridgeway Children’s Dental — Core 3 seats,54246,2025-01-30,ridgewaychildrensdental2849.com,Core,Records & Charting Support;Recall & Reactivation,3,29,2025-02-22,
Northline Smile Partners — Summit embed,27435,2025-11-02,northlinesmilepartners.com,Summit,Revenue Cycle / Billing;Claims & AR Follow-up,1,24,,
Everly Dentistry — Core 2 seats,26188,2025-07-03,everlydentistry5339.com,Core,Patient Scheduling;Records & Charting Support,2,21,2025-07-22,
Lockhart Oral Surgery Associates — Momentum embed,19953,2026-08-17,lockhartoralsurgeryassociate1679.com,Momentum,Treatment Coordination;Practice Marketing,1,24,,
Granville Smile Dentistry — Momentum embed,21615,2026-09-20,granvillesmiledentistry1757.com,Momentum,Claims & AR Follow-up;Practice Marketing,1,26,,Coverage hours mismatch
Belmont Dentistry — Momentum embed,16627,2026-09-07,belmontdentistry6019.com,Momentum,Insurance Verification;Revenue Cycle / Billing,1,20,,
Cavendish Family Dentistry Group — Core embed,11847,2026-12-03,cavendishfamilydentistrygrou4684.com,Core,Insurance Verification;Patient Scheduling,1,19,,
Ellswood Dental Alliance — Core 2 seats,26188,2024-12-22,ellswooddentalalliance.com,Core,Patient Scheduling;Insurance Verification,2,21,2025-01-08,
Alder Creek Dental Care Group — Momentum embed,20784,2026-07-11,aldercreekdentalcaregroup9168.com,Momentum,Practice Marketing;Claims & AR Follow-up,1,25,,
Everly Oral Surgery Associates — Core embed,17459,2026-10-24,everlyoralsurgeryassociates5882.com,Core,Recall & Reactivation;Records & Charting Support,1,28,,
Kingsley Specialty Care Partners — Core embed,16835,2026-09-09,kingsleyspecialtycarepartner.com,Core,Recall & Reactivation;Insurance Verification,1,27,,
Belmont Orthodontic Specialists — Momentum embed,26604,2025-10-26,belmontorthodonticspecialist.com,Momentum,Practice Marketing,1,32,2025-11-04,
Sinclair Smile Partners — Momentum 2 seats,31592,2026-10-21,sinclairsmilepartners.com,Momentum,Patient Scheduling;Claims & AR Follow-up,2,19,,
Wynn Movement Clinic — Core embed,19953,2026-09-09,wynnmovementclinic.com,Core,Recall & Reactivation,1,32,,
Tarrant Dental Care — Core embed,20576,2026-02-13,tarrantdentalcare3804.com,Core,Patient Scheduling,1,33,2026-02-25,
Clearwater Braces & Aligners — Summit embed,35437,2025-10-28,clearwaterbracesaligners.com,Summit,Operations Leadership,1,31,2025-11-13,
Beacon Braces & Aligners — Summit embed,25149,2026-11-02,beaconbracesaligners2331.com,Summit,Claims & AR Follow-up;Office Management,1,22,,
Belmont Braces & Aligners — Core 2 seats,27435,2026-10-31,belmontbracesaligners7680.com,Core,Front Office / Patient Comms,2,22,,
Westgate Pediatric Dentistry — Momentum 2 seats,41568,2026-04-26,westgatepediatricdentistry3460.com,Momentum,Patient Scheduling;Claims & AR Follow-up,2,25,2026-05-21,
Bramwell Dental Associates — Summit embed,32007,2026-08-22,bramwelldentalassociates7884.com,Summit,Operations Leadership;Office Management,1,28,,
Lakeshore Orthodontics — Core embed,21200,2025-08-11,lakeshoreorthodontics7121.com,Core,Recall & Reactivation;Patient Scheduling,1,34,,
Beacon Smile Partners — Momentum embed,26604,2025-08-03,beaconsmilepartners7117.com,Momentum,Insurance Verification,1,32,2025-08-28,
Camden Dental Care Group — Summit 2 seats,66301,2025-08-19,camdendentalcaregroup2101.com,Summit,Revenue Cycle / Billing;Operations Leadership,2,29,2025-08-31,
Cavendish Family Dentistry Group — Momentum embed,19953,2026-11-14,cavendishfamilydentistrygrou2640.com,Momentum,Insurance Verification;Treatment Coordination,1,24,,
Thornbury Physical Therapy — Momentum embed,19121,2026-11-12,thornburyphysicaltherapy.com,Momentum,Insurance Verification;Claims & AR Follow-up,1,23,,
Cavendish Family Dentistry Group — Core embed,16835,2025-04-05,cavendishfamilydentistrygrou6798.com,Core,Front Office / Patient Comms,1,27,2025-05-01,
Meridian Dental Group — Core 2 seats,33670,2025-08-04,meridiandentalgroup5858.com,Core,Insurance Verification;Patient Scheduling,2,27,,
Ellswood Oral & Maxillofacial Surgery — Core embed,19329,2025-10-01,ellswoodoralmaxillofacialsur1718.com,Core,Recall & Reactivation,1,31,2025-10-19,
Alder Creek Orthodontic Group — Core embed,19329,2025-05-08,aldercreekorthodonticgroup.com,Core,Patient Scheduling;Recall & Reactivation,1,31,2025-05-27,
Northline Dental Care — Momentum embed,23278,2026-11-17,northlinedentalcare4220.com,Momentum,Claims & AR Follow-up;Recall & Reactivation,1,28,,
Bayview Smile Partners — Momentum embed,24941,2026-01-27,bayviewsmilepartners6977.com,Momentum,Practice Marketing,1,30,,
Harbour Dental Care Group — Core embed,12470,2026-09-06,harbourdentalcaregroup5917.com,Core,Records & Charting Support;Patient Scheduling,1,20,,
Glenwood Smile Dentistry — Core embed,16835,2026-10-06,glenwoodsmiledentistry4566.com,Core,Insurance Verification;Recall & Reactivation,1,27,,Communication style
Cavendish Dental Care Group — Core embed,23070,2025-01-26,cavendishdentalcaregroup.com,Core,Insurance Verification;Patient Scheduling,1,37,,
